The correlations between aging and drug effects (author's transl).,Cysteamine,Typhaceae
Effect of different complexes of physical exercises on the restoration of students' work capacity.,Physical Exertion,Endodermal Sinus Tumor
Valentina Abdullaevna Isabaeva (on her 50th birthday).,Public Health,Sedentary Behavior
Enzyme activities in cattle organs.,Enzymes,Stereolithography
"Tissue metabolites of trifluorperazine, fluphenazine, prochlorperazine, and perphenazine. Kinetics in chronic treatment.",Fluphenazine,Immunoelectrophoresis
Chromatographic behaviour of alkaloids on thin layers of anion and cation exhangers. I. AG 1-X4 and cellex D.,Cation Exchange Resins,Chlorthalidone
The reduction of polyhalogenated methanes by liver microsomal cytochrome P450.,"Hydrocarbons, Halogenated",Coccidioidomycosis
Respiratory treatment of neonates with idiopathic respiratory distress syndrome. II. Follow-up studies.,Partial Pressure,Formamides
A controlled trial of amantadine in drug-induced extrapyramidal disorders.,Clinical Trials as Topic,Chromium Isotopes
Measurement of cerebral blood flow in the fetal lamb with a note on the flow-distribution.,Cerebral Cortex,Atlanto-Axial Joint
Immunopathology.,Complement System Proteins,Tobacco Use
Preparation and characterization of highly acidic proteins from chick brain.,Cattle,"Camelids, New World"
The relationship between intensity and duration of cortical ischaemia and reduction of synaptosomal uptake of neurotransmitter in baboons.,Ischemia,Drive
"Arterial blood gas tensions, hydrogen ion, and electroencephalogram during sleep in patients with chronic ventilatory failure.",Hydrogen-Ion Concentration,Vocal Cords
"Mass spectrometric determination of prostaglandin E2, F2alpha and A2 in the cortex and medulla of the rabbit kidney.",Kidney,Venules
Separator isoelectric focusing for identification of alpha-1-antitrypsin (Pi M) subtypes.,Hydrogen-Ion Concentration,"Suppression, Genetic"
Inactivation by bromine of single poliovirus particles in water.,Hydrogen-Ion Concentration,Hematopoietic Stem Cell Transplantation
The effect of acid pH and citrate on the release and exchange of iron on rat transferrin.,Binding Sites,Mobiluncus
CSF pH and PCO2 measurement.,Methods,"Chromosomes, Mammalian"
Blastoid transformation of lymphocytes in response to spermatozoa.,Antigens,Radioactivity
Pulmonary metabolism of prostacyclin (PGI2) in the rabbit.,Epoprostenol,Vulvar Neoplasms
Biochemical aspects of neurotransmission in the developing brain.,Catecholamines,Chediak-Higashi Syndrome
Method of computing erythrocyte acid-base equilibrium indices.,Erythrocytes,Phoca
"Effects of guanidino compounds on the electrical activity of giant neurons identified in subesophageal ganglia of the African giant snail, Achatina fulica ferussac.",Evoked Potentials,Scrophularia
Beta adrenergic dilator component of the sympathetic vascular response in skeletal muscle. Influence on the micro-circulation and on transcapillary exchange.,Microcirculation,5'-Nucleotidase
Hormonal treatment of cryptorchism.,Age Factors,Microbial Sensitivity Tests
"Thioglycolate, competitive inhibitor of urocanase.",Kinetics,Thioctic Acid
Quantitative determination of four antihistamines in combination by high-pressure liquid chromatography.,Methods,Neuromuscular Junction Diseases
Studies of cyclic AMP action using mutant tissue culture cells.,Adrenergic beta-Antagonists,Quillaja
Lower esophageal sphincter pressure and serum motilin levels.,Motilin,Mycoplasma orale
Functional and structural properties of Murex fulvescens hemocyanin: isolation of two different subunits required for reassociation of a molluscan hemocyanin.,Hemocyanins,Purine Nucleosides
Incorporation of (1-14C)palmitoyl-CoA into phosphatidylcholine by plasma membranes of rat submaxillary glands in vitro.,Deoxycholic Acid,Levoleucovorin
"1,4-alpha-Glucan phosphorylase form Klebsiella pneumoniae covalently couple on porous glass.",Drug Stability,"Antibodies, Protozoan"
Phosphate transfer and tubular pH during renal stopped flow microperfusion experiments in the rat.,"Kidney Tubules, Proximal",Arachnid Vectors
Ionophore A23187: the effect of H+ concentration on complex formation with divalent and monovalent cations and the demonstration of K+ transport in mitochondria mediated by A23187.,Binding Sites,Euphorbia
Diet and dental caries-a review.,Carcinogens,Cosyntropin
Diurnal variations in inducibility of rat liver tyrosine aminotransferase activity.,Dexamethasone,"Neoplasms, Bone Tissue"
A preliminary approach to the problems of relating the pharmacokinetics of phenothiazines to clinical response with schizophrenic patients proceedings.,Phenothiazines,Prototheca
Enzymatic synthesis of 2-O-alpha-D-mannopyranosyl-methyl-alpha-D-mannopyranoside by a cell-free particulate system of Mycobacterium smegmatis.,Edetic Acid,Ipilimumab
The accident-injured foot in occupational life.,Disability Evaluation,NF-E2 Transcription Factor
Evaluation of copper complexes as potential anti-arthritic drugs.,Anti-Ulcer Agents,Myocardial Revascularization
Determination of skin resistance and the role of the skin in controlling water loss in amphibians and reptiles.,Mathematics,Southeastern United States
MEN type IIa syndrome: dilemmas in modern management.,Adrenal Gland Neoplasms,Clomipramine
The effects of pentobarbitone and pethidine on foetal breathing movements in sheep.,Blood Gas Analysis,Spermatogonia
Direct measurement of the intracellular pH of mammalian cardiac muscle.,Guinea Pigs,Tin
Current conception of the Bohr effect.,Diphosphoglyceric Acids,"RNA, Small Interfering"
Cerebral aromatic aminotransferase.,Chemical Phenomena,Cerebral Peduncle
Heat stable inhibitors produced in raw milk.,Biological Assay,Cyclic P-Oxides
Subsite interactions in chymotrypsin as reflected by acyl enzyme stability.,Binding Sites,Hyperhidrosis
The use of adrenergic bronchodilators in children.,Bronchodilator Agents,Radiopharmaceuticals
Bone marrow colony-forming cells in acute drug-induced agranulocytosis.,Acute Disease,Military Family
Drugs and the fetus. Antihistaminics.,Pregnancy,Paxillin
"Stimulation of cyclic adenosine 3', 5'-monophosphate in chick cerebral hemisphere slices: effects of H1 and H2 histaminergic agonists and antagonists.","Dose-Response Relationship, Drug",o-Aminoazotoluene
"Evoked release from guinea pig cerebral cortex slices of endogenous 14C-labelled amino acids, labelled via D-U-14Cglucose.",Aspartic Acid,"Muscular Dystrophy, Facioscapulohumeral"
The value of early routine radiological examination following esophagectomy for carcinoma of the lower third of the esophagus.,Esophagus,Varicocele
Antibodies and autoantibodies of glycogen phosphorylase b: inactivation of pig and rabbit enzymes.,Autoantibodies,"Food Dispensers, Automatic"
Growth hormone secretion in acid-base alterations at rest and during exercise.,Acid-Base Equilibrium,Veratrum
Conditions for the formation and extraction of an atropine-picric acid reaction product.,Solvents,4-Hydroxycoumarins
Membrane bound pyrophosphatases in Entamoeba histolytica.,Cell Membrane,Eye Burns
Uptake and efflux of succinic acid by uninduced mycelium of Claviceps purpurea.,Azides,Onchocerciasis
Antagonism of the analeptic activity of thyrotropin-releasing hormone (TRH) by agents which enhance GABA transmission.,Ethanol,Holothurin
Amine binding sites in acyl intermediates of transglutaminases. Human blood plasma enzyme (activated coagulation factor XIII) and guinea pig liver enzyme.,Guinea Pigs,Sphingolipidoses
Acid hydrolases in blister fluid. I. Characterization and quantification of acid phosphatase.,Hot Temperature,DNA Polymerase II
Dihydroxyacetone reductase from Mucor javanicus. 1. Isolation and properties.,Dihydroxyacetone,Esophagitis
Alcoholism-outpatient and follow-up treatment in a general hospital.,Ambulatory Care,Carbutamide
Influence of zinc deficiency on retinal reductase and oxidase activities in rat liver and testes.,Liver,Alcian Blue
Separation of two PZ-peptidases from bovine dental follicle.,Kinetics,GB virus A
Effects of various dopaminergic agonists on the pO2 of the cerebral cortex.,Rabbits,"Carcinoma, Skin Appendage"
Effect of partial hepatectomy on the graft versus host reaction after intrahepatic lymphoid tissue implantation.,Hepatectomy,"Receptor, Galanin, Type 3"
Results and tasks of Soviet urology and naphrology (apropos of the issues of the 25th Congress of the Communist Party of the USSR.,Kidney Diseases,Artemisia annua
Hazards of diconal.,Drug Prescriptions,"Biodegradation, Environmental"
Respiratory side effects of beta-blockers.,Asthma,Broad Ligament
Enhancement of mammalian cell sensitivity to hyperthermia by pH alteration.,Time Factors,Bromosuccinimide
Mitral valve prolapse in sarcoid heart disease.,Sarcoidosis,Vitamin K 1
"Stereoselective, SH-dependent transfer of lactate in mammalian erythrocytes.",Erythrocytes,Mucinoses
Thermoregulation and muscular development in cold exposed willow ptarmigan chicks (Lagopus lagopus L.).,Body Weight,Heart Septal Defects
Letter: IPPB brouchaha.,Intermittent Positive-Pressure Breathing,Technetium Tc 99m Sulfur Colloid
Transformation and excretion of drugs in biological systems. XI. Renal excretion mechanisms of sulfonamides in rabbits.,Kidney Tubules,Platelet-Rich Plasma
Osteomyelitis of the accident-injured foot.,Leg Injuries,Zonisamide
Mathematical simulation of the respiratory system (author's transl).,Brain,HIV Envelope Protein gp41
Serum gamma-glutamyl transpeptidase and physical exercise.,Physical Exertion,Multiple Sulfatase Deficiency Disease
The effect of norgestrel and clogestone on the spontaneous motility of the human fallopian tube.,Luteal Phase,Autoimmune Hypophysitis
Effect of unilateral and bilateral castration and cryptorchidism on serum gonadotrophins in the rat.,Rats,Puerperal Infection
Automatic method for determination of serum antistreptolysin.,Antistreptolysin,Anterior Capsule of the Lens
Purification and characterization of the alpha-D-mannosidase of rat liver cytosol.,Kinetics,"Rhinometry, Acoustic"
Comparisons of differential warming rates and tissue temperatures in some species of desert bats.,Chiroptera,Fibromuscular Dysplasia
Arterial hypoxemia caused by intravenous ketamine.,Diazepam,Contactin 1
Regulation of proinsulin synthesis in isolated rat islets.,In Vitro Techniques,Bovine Virus Diarrhea-Mucosal Disease
Multiple endocrine adenomas in a patient with the Maffucci syndrome.,Angiomatosis,Chelating Agents
Oxygen uptake and tissue oxygen tension during adrenergic stimulation in canine subcutaneous adipose tissue.,Electric Stimulation,"Lidocaine, Prilocaine Drug Combination"
Interaction of erythrocytes with human serum proteins. I. Analysis of the effect of pH and ionic strength of the medium.,Hydrogen-Ion Concentration,alpha 1-Antitrypsin
Changes in working disposition in the course of the week in children of the 7th grade of an elementary school.,Students,Homer Scaffolding Proteins
Effects of ketamine hydrochloride in red-tailed hawks (Buteo jamaicensis). II--Biochemical and hematologic.,Ketamine,Rectal Diseases
Physician extenders in walk-in clinics: a prospective evaluation of the AMOSIST program.,Ambulatory Care,"Asbestos, Crocidolite"
Studies of gamma-glutamyl transpeptidase in human ocular tissues.,"Chromatography, Affinity",Amyloid beta-Protein Precursor
The patient arena: a ward by any other name.,United States,Oral Submucous Fibrosis
Esophageal reflux. Diagnosis and therapy.,Esophagogastric Junction,Recycling
Editorial: Primary care conference.,"Social Control, Formal",Pyrolaceae
Effect of nicotine on gastric acid secretion: evidence of electrogenic pump theory.,Anura,Spontaneous Combustion
Studies on lipid digestion in the preruminant calf. The source of lipolytic activity in the abomasum.,"Fatty Acids, Nonesterified",Osmeriformes
A modified structure for the acetylcholinesterase receptor.,Bridged Bicyclo Compounds,Anemone
"Official proceedings of the 1978 annual session business meeting, April 14-16, Holiday Inn, Jekyll Island.","Societies, Medical",Sporosarcina
Phosphate transport in Micrococcus lysodeikticus.,Glycerophosphates,Edible Insects
Further evidence suggesting that the slow phase in protein unfolding and refolding is due to proline isomerization: a kinetic study of carp parvalbumins.,Amino Acids,Bromotrichloromethane
Preliminary characterization of the acetylcholine receptor in human erythrocytes.,Acetylcholine,Orthodontic Appliance Design
Effects of electroanesthesia and a phenothiazine tranquilizer on thermoregulation in the sheep.,Colon,Vocational Education
DNA synthesis and degradation in the cells of Bacillus stearothermophilus.,"DNA, Bacterial",Rad51 Recombinase
Measurement of ionised calcium in body fluids-a review.,Blood Specimen Collection,Asarum
Detection of complement-fixing antibodies against Coxiella bunetii in sera of experimentally infected hens.,Chickens,"Hematoma, Subdural, Acute"
Effect of ammonium chloride on the excretion of chloroquine in rabbit urine (author's transl).,Chloroquine,Cervical Intraepithelial Neoplasia
"Penbutolol, a new non-selective beta-adrenergic blocking compound in the treatment of hypertension. A comparision with propranolol.",Cyclopentanes,Platelet-Rich Fibrin
Swelling of skinned muscle fibers of the frog. Experimental observations.,Anura,Collectins
High-resolution liquid chromatographic analysis of methylated purine and pyrimidine bases in transfer RNA.,Cattle,Arylsulfonic Acids
Antipsychotic neuroplegic and neuroleptic agents. I - definition and classification.,Terminology as Topic,"Ecthyma, Contagious"
Purification and properties of the methane mono-oxygenase enzyme system from Methylosinus trichosporium OB3b.,Bacteria,Phenylpropionates
Practical problems and results of parenteral alimentation in 60 patients undergoing surgery for neoplasms of the esophagus.,Parenteral Nutrition,Relaxation Therapy
Cardiomyopathies.,"Diagnosis, Differential","Anesthetics, Intravenous"
"Release of radiolabeled dopamine, serotonin, acetylcholine and GABA from slices of rat striatum after intrastriatal kainic acid injections.",In Vitro Techniques,Cholinergic Agonists
Synthetic melanocyte stimulating hormone release-inhibiting factor (MIF). Part III: effect of L-prolyl-N-methyl-D-leucyl-glycinamide and MIF on biogenic amine turnover.,5-Hydroxytryptophan,Serotonin Plasma Membrane Transport Proteins
The bedside clinic-nursing rounds as a teaching strategy.,"Education, Nursing, Baccalaureate","Lens Cortex, Crystalline"
Evidence for peptidoglycan-associated protein(s) in Neisseria gonorrhoeae.,Hydrogen-Ion Concentration,Horseradish Peroxidase
Hypoxia in fibroblast cultures. I. Changes in glucose consumption by 5 vol.-% oxygen concentration and reduced pH.,Fibroblasts,Sample Size
Importance of the components of the woman's milk for infants in the neonatal period.,"Infant, Premature",Multiplex Polymerase Chain Reaction
Phaeochromocytoma.,Adrenergic alpha-Antagonists,Keratin-8
Photoinactivation of photophosphorylation and dark ATPase in Rhodospirillum rubrum chromatophores.,Adenosine Triphosphate,Cell Respiration
Large-scale purification and characterization of dihydrofolate reductase from a methotrexate-resistant strain of Lactobacillus casei.,Amino Acids,September 11 Terrorist Attacks
Peroperative electrocution.,Electrodes,Glycemic Load
Clinical trial with lorazepam in pre-operative anxiety.,Anti-Anxiety Agents,Duocarmycins
Chlorate toxicity in Aspergillus nidulans. Studies of mutants altered in nitrate assimilation.,"Drug Resistance, Microbial","Lipoproteins, VLDL"
"The synthesis of acetylcholine from acetyl-CoA, acetyl-dephospho-CoA and acetylpantetheine phosphate by choline acetyltransferase.",Acetylcholine,Skin Tests
In vitro studies on the antimicrobial effects of colostrum and milk from vaccinated and unvaccinated pigs on Escherichia coli.,Escherichia coli,Immune Sera
Nitrogenase synthesis in Klebsiella pneumoniae: comparison of ammonium and oxygen regulation.,Enzyme Repression,Clinical Deterioration
What is new in nursing around the world? Exerpts from papers and discussions.,Congresses as Topic,Multilocus Sequence Typing
Intraocular pressure decrease in normal volunteers following timolol ophthalmic solution.,"Depression, Chemical",Psychosocial Deprivation
"Subunits of the alkaline phosphatase of Bacillus licheniformis: chemical, physicochemical, and dissociation studies.","Electrophoresis, Polyacrylamide Gel",Slow Virus Diseases
Pyometra.,Uterine Cervicitis,"National Center for Health Care Technology, U.S."
High pressure liquid chromatography on cannabis. Identification of separated constituents.,Hydrogen-Ion Concentration,"Microsomes, Liver"
Heat fractionation and thermotolerance: a review.,Cell Division,Barotrauma
Peripheral cardiovascular dopamine receptors.,Cardiovascular System,Acute-Phase Proteins
Guanylate cyclase of sea urchin sperm: subcellular localization.,Polyethylene Glycols,Endocrine Glands
Electron capture by oxyhaemoglobin: an e.s.r. study.,Electron Spin Resonance Spectroscopy,Social Mobility
Fungal growth on C1 compounds: quantitative aspects of growth of a methanol-utilizing strain of Trichoderma lignorum in batch culture.,Fungal Proteins,Fats
Regulation of cyclic AMP and cyclic GMP in Morris hepatomas and liver.,"Carcinoma, Hepatocellular","Specialties, Surgical"
Effect of pH on the cross-bridge arrangement in synthetic myosin filaments.,Lysine,Sperm Motility
Diagnosis of bilateral abdominal cryptorchidism by laparoscopy.,"Diagnosis, Differential",Nogo Receptor 1
Isolation and properties of a glycerophosphate acylating fraction in the fat body of Schistocerca gregaria (Forskäl).,Acyltransferases,Dual Specificity Phosphatase 3
Tyrosine fluorescence of two tryptophan-free proteins: histones H1 and H5.,Histones,Medication Reconciliation
Extraretinal influences on the lateral geniculate nucleus.,Geniculate Bodies,Guanfacine
Progresses in ecology and epidemiology of rickettsioses.,Czechoslovakia,Callicebus
Properties of renin granules isolated from rat kidney.,Kidney,Problem Behavior
"Redistribution of hydrogen ion and chloride, and water shift across the red cell membrane of human and ruminant blood with changes in oxygen saturation.",Cattle,Chitin Synthase
Clostridium perfringens--specific lysin.,Bacteriolysis,Pancreatic Hormones
Participation of vitamin A in the maturation of rabbit spermatozoa.,Sperm Capacitation,Facial Paralysis
Prenatal detection of chromosome aberrations after intercontinental transport of amniotic fluid.,Argentina,"Microscopy, Electron, Scanning"
Colorimetric assay for guaiacol O-methyltransferase.,Methods,"Gold Colloid, Radioactive"
Lower body negative pressure and effects of autonomic heart blockade on cardiovascular responses.,Blood Pressure,Gallbladder Neoplasms
The role of lysine-41 in ribonuclease A studied by proton-magnetic-resonance spectroscopy of guanidinated ribonuclease A.,Guanidines,Caffeine
Culture of malaria parasites.,Hydrogen-Ion Concentration,Jaw Cysts
Enzymic hydrolysis of 3-acetyl-estrogens or analogues by glutamate dehydrogenase with specific acylation of the estrogen binding site.,Acylation,Headache
Effect of different temperature fractions of RNA on allogenic inhibition of hematopoietic stem cells of mouse bone marrow and embryonal liver.,Bone Marrow Cells,Checkpoint Kinase 1
Ribonucleic acid synthesized in meiotic cells of Saccharomyces cerevisiae: effect of culture medium pH.,Adenine,Aquaglyceroporins
Method of combined studies of medium pH and motor activity of the small intestine.,"Intubation, Gastrointestinal",Space-Time Clustering
The problem of dissecting aneurysm of the aorta and its benign course.,Antihypertensive Agents,Galactosamine
Secretory mechanism of thyroid hormones. (II) NADPH dependency and cyclic AMP.,NADP,"Phenylphosphonothioic Acid, 2-Ethyl 2-(4-Nitrophenyl) Ester"
Psychosomatic medicine today: an overview.,Anxiety,Employment
Pharmacokinetics of sulphamethoxazole in man: effects of urinary pH and urine flow on metabolism and renal excretion of sulphamethoxazole and its metabolite N4-acetylsulphamethoxazole.,Acetylation,BRCA1 Protein
Ionization dependence of camphor binding and spin conversion of the complex between cytochrome P-450 and camphor. Kinetic and static studies at sub-zero temperatures.,Cytochrome P-450 Enzyme System,zeta Carotene
Effect of hypoxia on monoamine synthesis in brains of developing rats.,"Animals, Newborn",Zygosaccharomyces
Comlete vaccination of calves.,Antigen-Antibody Reactions,Laryngeal Masks
Evolution of regionalized perinatal care in southern Illinois.,"Nurseries, Hospital",Research Support as Topic
The effect of antifungal substances on the acid metabolism of dermatophytes. 7. Chemical and physiologic-chemical studies on dermatophytes.,Carboxylic Acids,Nitric Oxide Synthase Type I
Vasculitis.,Pityriasis,Asthenia
Relationship between spore formation and synthesis of extracellular protheases in Bacillus mesentericus.,Fumarates,Adjustment Disorders
Phospholipase A in human brain: A1-type at alkaline pH.,Calcium,Philately
Proton transport by gastric membrane vesicles.,"Cations, Monovalent",Niridazole
Enzymes from human articular cartilage: isolation of arylsulfatase B and its comparison with arylsulfatase A.,Chondro-4-Sulfatase,"DNA, Neoplasm"
Activity of glutamine synthetase in channel catfish tissues determined by an improved tissue assay method.,Glutamate-Ammonia Ligase,"Analgesia, Obstetrical"
Participation of an endogenous Ca++-blinding protein activator in the development of drug-induced supersensitivity of striatal dopamine receptors.,Carrier Proteins,Bone Retroversion
Quantitative fluorescence photometry with biological fluids and gases.,Hydrogen-Ion Concentration,Cytophagaceae Infections
Testing of ventilatory function outside the laboratory Wright type peak flowmeter.,Respiratory Function Tests,Parainfluenza Virus 5
Vertical gaze palsy in barbiturate intoxication.,Paralysis,Berylliosis
The oxygen transport system of red blood cells during diabetic ketoacidosis and recovery.,Diphosphoglyceric Acids,Pregnadienes
Antisecretory effect of imidazole and its derivatives in an isolated  gastric mucosa preparation and an anesthetized young chicken preparation; comparison with a histamine H2-receptor antagonist.,Chickens,Gastrodia
"Alkalin titrations of human somatotropin, human choriomammotropin and ovine prolactin by circular dichroism and fluorescence.",Circular Dichroism,Glutamate-tRNA Ligase
Calcium activation of brain tryptophan hydroxylase.,Dopa Decarboxylase,Ureteral Calculi
An alginate lysate from Azotobacter vinelandii phage.,Molecular Weight,Bisacodyl
Seasonal variations in the composition of urine in relation to calcium stone-formation.,England,Neuroglia
Responses of neurons in the suprachiasmatic nuclei of the hypothalamus to putative transmitters.,Electric Stimulation,Hypergravity
Electric field control of enzyme membrane activity.,Hydrogen-Ion Concentration,Eucoccidiida
"The conjugation of benzoic acid in the African bat, Epomops franqueti.",Africa,Social Facilitation
Evidence for peptidoglycan-associated protein(s) in Neisseria gonorrhoeae.,Membrane Proteins,"Receptors, Calcitonin"
Preparation and properties of poly 2'-O-ethylcytidylic acid.,Hydrogen-Ion Concentration,Shellfish Poisoning
Survival of anaerobic bacteria during transportation. 1. Experimental investigations on the effect of evacuation of atmospheric air by flushing with carbon dioxide and nitrogen.,Bacteriological Techniques,GABA Modulators
The structure of a spherical plant virus (bromegrass mosaic virus) established by neutron diffraction.,Optics and Photonics,Enterobactin
Disorders of bronchial patency and their treatment in circulatory insufficiency.,Adrenergic beta-Agonists,Military Facilities
In vitro studies on lymphocyte differentiation. I. Long term in vitro culture of cells giving rise to functional lymphocytes in irradiated mice.,Antibody-Producing Cells,Anticodon
"Carcinoembryonic antigen and phosphohexose isomerase, gammaglutamyl transpeptidase and lactate dehydorgenase levels in patients with and without liver metastases.",Gastrointestinal Neoplasms,beta-Crystallins
Fatty acid synthesis in aorta. Isolation of fatty acid synthetase from chicken aorta.,Acetyl Coenzyme A,Vigna
Control of non-shivering thermogenesis in a hibernator.,Ethanolamines,Proline
The effect of compression on some physical properties of microcrystalline cellulose powders.,1-Propanol,Plakophilins
The accumulation and loss of dieldrin and endrin in the eastern oyster.,Ostreidae,Peroxiredoxin VI
The metabolism of phenol in a desert rodent Notomys alexis.,Half-Life,Methandriol
"Skin cleansing and bath therapy in skin diseases. Part 2: Skin cleansing in dermatoses, bath therapy.",Age Factors,Bifidobacterium bifidum
"The non-convalent binding of small molecules by ligandin. Interactions with steroids and their conjugates, fatty acids, bromosulphophthalein carcinogens, glutathione and realted compounds.",Carcinogens,Chromothripsis
Pharmacological characterization of the dopamine-mediated accumulation of cyclic AMP in intact retina of rabbit.,Adrenergic alpha-Agonists,"Licensure, Hospital"
Content of nicotinamide coenzymes in rat liver under conditions of nicotinamide administration.,Liver,Lutetium
Yeast hexokinase: substrate-induced association--dissociation reactions in the binding of glucose to hexokinase P-II.,Binding Sites,Proton-Coupled Folate Transporter
Purification and some properties of rat liver cysteine oxidase (cysteine dioxygenase).,Cysteine,Nut and Peanut Hypersensitivity
Induction of permeability change and restoration of membrane permeability barrier in transformed cell cultures.,Cell Line,"Catheterization, Central Venous"
Long term treatment of moderate hypertension with penbutolol (Hoe 893d). II. Effect on the response of plasma catecholamines and plasma renin activity to insulin-induced hypoglycemia.,Hypertension,Cisplatin
The effect of magnesium on the hemolysis of calf and adult cattle erythrocytes.,Blood,Vanadium
Gastric secretion and H+ back-diffusion in uremic dogs.,Dogs,"Suicide, Completed"
Current treatment of arterial hypertension and its complications.,Adrenergic beta-Antagonists,Diplopia
"Proceedings: The mechanism of ""adrenaline reversal"" in the anaesthetized cat and rabbit.",Adrenergic beta-Agonists,Silymarin
Electrostatic facilitation of general acid catalyzed alpha-oxonium ion formation in a lysozyme-like environment: synthesis of the models.,Hydrogen-Ion Concentration,Fibril-Associated Collagens
Cyclic GMP metabolism and involvement in biological regulation.,Guanylate Cyclase,Deltaretrovirus Infections
Correction of developmental defects in adrenal steroid metabolizing enzymes of the genetically male rat pseudohermaphrodite by prolactin.,Adrenal Glands,Plant Epidermis
The Bakerian lecture. Towards synthesis of proteins.,Proteins,Palmitoyl Coenzyme A
"17 beta-Hydroxysteroid dehydrogenase of the sheep ovary : purification, properties and substrate binding site.",Binding Sites,Hospital Shops
Inhibitory effect platinum and palladium complexes as indicator of conformational changes in sarcoplasmic reticulum membranes.,Hydrogen-Ion Concentration,Epidemics
"The occurrence of an intraerythrocytic microorganism Neitziella rezendei gen. nov. sp. nov. (Microtatobiotes, Rickettsiales) of poultry in Brazil.",Alphaproteobacteria,Bezoars
Purificantion and characterization of inorganic pyrophosphatase from Thiobacillus thiooxidans.,Fluorides,Confusion
Adverse drug reactions in children.,Breast Feeding,Mandibular Injuries
Pig plasma benzylamine oxidase: some considerations on the mechanism of the reaction.,Swine,Pressoreceptors
Kinetics of sodium nitrite decomposition.,Hydrogen-Ion Concentration,Postal Service
Critical observations on changes in gamma-glutamyl-transpepdidase in hepatopathies.,Butyrylcholinesterase,Defecation
Dental materials.,Dental Soldering,Fetal Hemoglobin
"Itaconate, an isocitrate lyase-directed inhibitor in Pseudomonas indigofera.",Isocitrate Lyase,Prions
Radiosensitization of hypoxic mammalian cells by diamide. II. Studies of mechanism.,Chromosome Aberrations,Correctional Facilities
Anion and amine uptake and uncoupling in submitochondrial particles.,Anions,Heterogeneous-Nuclear Ribonucleoproteins
Treatment of anxiety in Parkinson's disease with bromazepam.,Anti-Anxiety Agents,"Candidiasis, Chronic Mucocutaneous"
"Production of retarded, albino, regenerates in newts by alpha-methyl-p-tyrosine.",Methyltyrosines,Dinitrofluorobenzene
"Acute and chronic effects of carpipramine, clozapine, haloperidol and sulpiride on the metabolism of biogenic amines in the rat brain (author's transl).",Brain,Sinorhizobium fredii
Anesthesia-reanimation in prostate surgery.,Anti-Bacterial Agents,Neurogranin
Plasticity of ocular dominance columns in monkey striate cortex.,Haplorhini,Ovarian Torsion
Effects of x-ray on a gravida with severe hemoconcentration: a case report.,Pregnancy,Total Quality Management
Inhibition of secretin release and pancreatic bicarbonate secretion by somatostatin infusion in man.,Secretin,Thiazolidinediones
"3alpha-, 7alpha- and 12alpha-hydroxysteroid dehydrogenase activities from Clostridium perfringens.",Bile Acids and Salts,Patient Portals
Effect of formulation of intramuscular injections of phenothiazines on duration of activity.,Apomorphine,Bethanechol
Cluster analysis applied to symptom ratings of psychiatric patients: an evaluation of its predictive ability.,Neurotic Disorders,Neuroendoscopy
Studies on the formation by rat brain preparations of CDP-diglyceride from CTP and phosphatidic acids of varying fatty acid compositions.,Hydrogen-Ion Concentration,"Receptors, Serotonin, 5-HT3"
"Assay of picomole amounts of ATP, ADP, and AMP using the luciferase enzyme system.",Hydrogen-Ion Concentration,Vaginal Birth after Cesarean
The glucose-pH relationship in parapneumonic effusions.,Pleural Effusion,Tocolytic Agents
Fatigue fractures: a literature review.,"Fractures, Spontaneous","Skin Diseases, Papulosquamous"
beta-blocking agents in acute renal failure.,Adrenergic beta-Antagonists,Cord Factors
The effect of vasopressin on renal calcium excretion in sheep: a possible explanation proceedings.,Vasopressins,Semiconductors
Spectral and catalytic properties of cytochrome P-450 from four wild bird species.,Amines,Eczema
Changes in oxidative systems of liver microsomes in rats following a single administration of phenobarbital and morphine.,Oxidation-Reduction,Adenosine Diphosphate Glucose
Nonhemodynamic pulmonary edema due to toxins.,Lung,Pure Autonomic Failure
"Metabolic, respiratory and haematological adjustments of the little pocket mouse to circadian torpor cycles.",Carbon Dioxide,Protein Phosphatase 1
Effect of pH upon the activity of cefoxitin.,Cephalothin,Heterosexuality
Acute fluoride toxicity: the influence of acid-base status.,Fluoride Poisoning,Adult Survivors of Child Adverse Events
"Host defense against the pneumococcus in T-lymphocyte-deficient, nude mice.",Opsonin Proteins,Gram-Negative Oxygenic Photosynthetic Bacteria
Pancreatic enzyme response with an elemental diet.,Amylases,Arterial Switch Operation
Various experimental data concerning the evaluation of artificial hemodilution against the background of ganglionic block as a method of reduction of blood loss.,Dogs,"Receptors, Purinergic P2X1"
The effect of methylphenidate on serum growth hormone: influence of antipsychotic drugs and diagnosis.,Bipolar Disorder,Rodent Control
The nature of the renal response to chronic disorders of acid-base equilibrium.,Absorption,Homes for the Aged
Proton-coupled sodium uptake by membrane vesicles from Azotobacter vinelandii.,Adenosine Triphosphate,Lopinavir
"Further remarks on histochemistry applied to myodiagnosis: findings of ""type predominance"" (author's transl).",Muscular Atrophy,Wound Closure Techniques
Interaction of uridine and cytidine monophosphates with ribonuclease A. IV. Phosphorus-31 nuclear magnetic resonance studies.,Cytosine Nucleotides,Fox-Fordyce Disease
"Effects of phospholine iodide on the metabolites of the glycolytic, pentose phosphate and sorbitol pathways in the rabbit lens.",Echothiophate Iodide,Endocannabinoids
